fips,county,state,country,population
47173,Union,Tennessee,US,19972
47175,Van Buren,Tennessee,US,5872
47177,Warren,Tennessee,US,41277
47179,Washington,Tennessee,US,129375
47181,Wayne,Tennessee,US,16673
47183,Weakley,Tennessee,US,33328
47185,White,Tennessee,US,27345
47187,Williamson,Tennessee,US,238412
47189,Wilson,Tennessee,US,144657
48001,Anderson,Texas,US,57735
48003,Andrews,Texas,US,18705
48005,Angelina,Texas,US,86715
48007,Aransas,Texas,US,23510
48009,Archer,Texas,US,8553
48011,Armstrong,Texas,US,1887
48013,Atascosa,Texas,US,51153
48015,Austin,Texas,US,30032
48017,Bailey,Texas,US,7000
48019,Bandera,Texas,US,23112
48021,Bastrop,Texas,US,88723
48023,Baylor,Texas,US,3509
48025,Bee,Texas,US,32565
48027,Bell,Texas,US,362924
48029,Bexar,Texas,US,2003554
48031,Blanco,Texas,US,11931
48033,Borden,Texas,US,654
48035,Bosque,Texas,US,18685
48037,Bowie,Texas,US,93245
48039,Brazoria,Texas,US,374264
48041,Brazos,Texas,US,229211
48043,Brewster,Texas,US,9203
48045,Briscoe,Texas,US,1546
48047,Brooks,Texas,US,7093
48049,Brown,Texas,US,37864
48051,Burleson,Texas,US,18443
48053,Burnet,Texas,US,48155
48055,Caldwell,Texas,US,43664
48057,Calhoun,Texas,US,21290
48059,Callahan,Texas,US,13943
48061,Cameron,Texas,US,423163
48063,Camp,Texas,US,13094
48065,Carson,Texas,US,5926
48067,Cass,Texas,US,30026
48069,Castro,Texas,US,7530
48071,Chambers,Texas,US,43837
48073,Cherokee,Texas,US,52646
48075,Childress,Texas,US,7306
48077,Clay,Texas,US,10471
48079,Cochran,Texas,US,2853
48081,Coke,Texas,US,3387
48083,Coleman,Texas,US,8175
48085,Collin,Texas,US,1034730
48087,Collingsworth,Texas,US,2920
48089,Colorado,Texas,US,21493
48091,Comal,Texas,US,156209
48093,Comanche,Texas,US,13635
48095,Concho,Texas,US,2726
48097,Cooke,Texas,US,41257
48099,Coryell,Texas,US,75951
48101,Cottle,Texas,US,1398
48103,Crane,Texas,US,4797
48105,Crockett,Texas,US,3464
48107,Crosby,Texas,US,5737
48109,Culberson,Texas,US,2171
48111,Dallam,Texas,US,7287
48113,Dallas,Texas,US,2635516
48115,Dawson,Texas,US,12728
48117,Deaf Smith,Texas,US,18546
48119,Delta,Texas,US,5331
48121,Denton,Texas,US,887207
48123,DeWitt,Texas,US,20160
48125,Dickens,Texas,US,2211
48127,Dimmit,Texas,US,10124
48129,Donley,Texas,US,3278
48131,Duval,Texas,US,11157
48133,Eastland,Texas,US,18360
48135,Ector,Texas,US,166223
48137,Edwards,Texas,US,1932
48139,Ellis,Texas,US,184826
48141,El Paso,Texas,US,839238
48143,Erath,Texas,US,42698
48145,Falls,Texas,US,17297
48147,Fannin,Texas,US,35514
48149,Fayette,Texas,US,25346
48151,Fisher,Texas,US,3830
48153,Floyd,Texas,US,5712
48155,Foard,Texas,US,1155
48157,Fort Bend,Texas,US,811688
48159,Franklin,Texas,US,10725
48161,Freestone,Texas,US,19717
48163,Frio,Texas,US,20306
48165,Gaines,Texas,US,21492
48167,Galveston,Texas,US,342139
48169,Garza,Texas,US,6229
48171,Gillespie,Texas,US,26988
48173,Glasscock,Texas,US,1409
48175,Goliad,Texas,US,7658
48177,Gonzales,Texas,US,20837
48179,Gray,Texas,US,21886
48181,Grayson,Texas,US,136212
48183,Gregg,Texas,US,123945
48185,Grimes,Texas,US,28880
48187,Guadalupe,Texas,US,166847
48189,Hale,Texas,US,33406
48191,Hall,Texas,US,2964
48193,Hamilton,Texas,US,8461
48195,Hansford,Texas,US,5399
48197,Hardeman,Texas,US,3933
48199,Hardin,Texas,US,57602
48201,Harris,Texas,US,4713325
48203,Harrison,Texas,US,66553
48205,Hartley,Texas,US,5576
48207,Haskell,Texas,US,5658
48209,Hays,Texas,US,230191
48211,Hemphill,Texas,US,3819
48213,Henderson,Texas,US,82737
48215,Hidalgo,Texas,US,868707
48217,Hill,Texas,US,36649
48219,Hockley,Texas,US,23021
48221,Hood,Texas,US,61643
48223,Hopkins,Texas,US,37084
48225,Houston,Texas,US,22968
48227,Howard,Texas,US,36664
48229,Hudspeth,Texas,US,4886
48231,Hunt,Texas,US,98594
48233,Hutchinson,Texas,US,20938
48235,Irion,Texas,US,1536
48237,Jack,Texas,US,8935
48239,Jackson,Texas,US,14760
48241,Jasper,Texas,US,35529
48243,Jeff Davis,Texas,US,2274
48245,Jefferson,Texas,US,251565
48247,Jim Hogg,Texas,US,5200
48249,Jim Wells,Texas,US,40482
48251,Johnson,Texas,US,175817
48253,Jones,Texas,US,20083
48255,Karnes,Texas,US,15601
48257,Kaufman,Texas,US,136154
48259,Kendall,Texas,US,47431
48261,Kenedy,Texas,US,404
48263,Kent,Texas,US,762
48265,Kerr,Texas,US,52600
48267,Kimble,Texas,US,4337
48269,King,Texas,US,272
48271,Kinney,Texas,US,3667
48273,Kleberg,Texas,US,30680
48275,Knox,Texas,US,3664
48277,Lamar,Texas,US,49859
48279,Lamb,Texas,US,12893
48281,Lampasas,Texas,US,21428
48283,La Salle,Texas,US,7520
48285,Lavaca,Texas,US,20154
48287,Lee,Texas,US,17239
48289,Leon,Texas,US,17404
48291,Liberty,Texas,US,88219
48293,Limestone,Texas,US,23437
48295,Lipscomb,Texas,US,3233
48297,Live Oak,Texas,US,12207
48299,Llano,Texas,US,21795
48301,Loving,Texas,US,169
48303,Lubbock,Texas,US,310569
48305,Lynn,Texas,US,5951
48307,McCulloch,Texas,US,7984
48309,McLennan,Texas,US,256623
48311,McMullen,Texas,US,743
48313,Madison,Texas,US,14284
48315,Marion,Texas,US,9854
48317,Martin,Texas,US,5771
48319,Mason,Texas,US,4274
48321,Matagorda,Texas,US,36643
48323,Maverick,Texas,US,58722
48325,Medina,Texas,US,51584
48327,Menard,Texas,US,2138
48329,Midland,Texas,US,176832
48331,Milam,Texas,US,24823
48333,Mills,Texas,US,4873
48335,Mitchell,Texas,US,8545
48337,Montague,Texas,US,19818
48339,Montgomery,Texas,US,607391
48341,Moore,Texas,US,20940
48343,Morris,Texas,US,12388
48345,Motley,Texas,US,1200
48347,Nacogdoches,Texas,US,65204
48349,Navarro,Texas,US,50113
48351,Newton,Texas,US,13595
48353,Nolan,Texas,US,14714
48355,Nueces,Texas,US,362294
48357,Ochiltree,Texas,US,9836
48359,Oldham,Texas,US,2112
48361,Orange,Texas,US,83396
48363,Palo Pinto,Texas,US,29189
48365,Panola,Texas,US,23194
48367,Parker,Texas,US,142878
48369,Parmer,Texas,US,9605
48371,Pecos,Texas,US,15823
48373,Polk,Texas,US,51353
48375,Potter,Texas,US,117415
48377,Presidio,Texas,US,6704
48379,Rains,Texas,US,12514
48381,Randall,Texas,US,137713
48383,Reagan,Texas,US,3849
48385,Real,Texas,US,3452
48387,Red River,Texas,US,12023
48389,Reeves,Texas,US,15976
48391,Refugio,Texas,US,6948
48393,Roberts,Texas,US,854
48395,Robertson,Texas,US,17074
48397,Rockwall,Texas,US,104915
48399,Runnels,Texas,US,10264
48401,Rusk,Texas,US,54406
48403,Sabine,Texas,US,10542
48405,San Augustine,Texas,US,8237
48407,San Jacinto,Texas,US,28859
48409,San Patricio,Texas,US,66730
48411,San Saba,Texas,US,6055
48413,Schleicher,Texas,US,2793
48415,Scurry,Texas,US,16703
48417,Shackelford,Texas,US,3265
48419,Shelby,Texas,US,25274
48421,Sherman,Texas,US,3022
48423,Smith,Texas,US,232751
48425,Somervell,Texas,US,9128
48427,Starr,Texas,US,64633
48429,Stephens,Texas,US,9366
48431,Sterling,Texas,US,1291
48433,Stonewall,Texas,US,1350
48435,Sutton,Texas,US,3776
48437,Swisher,Texas,US,7397
48439,Tarrant,Texas,US,2102515
48441,Taylor,Texas,US,138034
48443,Terrell,Texas,US,776
48445,Terry,Texas,US,12337
48447,Throckmorton,Texas,US,1501
48449,Titus,Texas,US,32750
48451,Tom Green,Texas,US,119200
48453,Travis,Texas,US,1273954
48455,Trinity,Texas,US,14651
48457,Tyler,Texas,US,21672
48459,Upshur,Texas,US,41753
48461,Upton,Texas,US,3657
48463,Uvalde,Texas,US,26741
48465,Val Verde,Texas,US,49025
48467,Van Zandt,Texas,US,56590
48469,Victoria,Texas,US,92084
48471,Walker,Texas,US,72971
48473,Waller,Texas,US,55246
48475,Ward,Texas,US,11998
48477,Washington,Texas,US,35882
48479,Webb,Texas,US,276652
48481,Wharton,Texas,US,41556
48483,Wheeler,Texas,US,5056
48485,Wichita,Texas,US,132230
48487,Wilbarger,Texas,US,12769
48489,Willacy,Texas,US,21358
48491,Williamson,Texas,US,590551
48493,Wilson,Texas,US,51070
48495,Winkler,Texas,US,8010
48497,Wise,Texas,US,69984
48499,Wood,Texas,US,45539
48501,Yoakum,Texas,US,8713
48503,Young,Texas,US,18010
48505,Zapata,Texas,US,14179
48507,Zavala,Texas,US,11840
49001,Beaver,Utah,US,6710
49003,Box Elder,Utah,US,56046
49005,Cache,Utah,US,128289
49007,Carbon,Utah,US,20463
49009,Daggett,Utah,US,950
49011,Davis,Utah,US,355481
49013,Duchesne,Utah,US,19938
49015,Emery,Utah,US,10012
49017,Garfield,Utah,US,5051
49019,Grand,Utah,US,9754
49021,Iron,Utah,US,54839
49023,Juab,Utah,US,12017
49025,Kane,Utah,US,7886
49027,Millard,Utah,US,13188
49029,Morgan,Utah,US,12124
49031,Piute,Utah,US,1479
49033,Rich,Utah,US,2483
49035,Salt Lake,Utah,US,1160437
49037,San Juan,Utah,US,15308
49039,Sanpete,Utah,US,30939
49041,Sevier,Utah,US,21620
49043,Summit,Utah,US,42145
49045,Tooele,Utah,US,72259
49047,Uintah,Utah,US,35734
49049,Utah,Utah,US,636235
49051,Wasatch,Utah,US,34091
49053,Washington,Utah,US,177556
49055,Wayne,Utah,US,2711
49057,Weber,Utah,US,260213
50001,Addison,Vermont,US,36777
50003,Bennington,Vermont,US,35470
50005,Caledonia,Vermont,US,29993
50007,Chittenden,Vermont,US,163774
50009,Essex,Vermont,US,6163
50011,Franklin,Vermont,US,49402
50013,Grand Isle,Vermont,US,7235
50015,Lamoille,Vermont,US,25362
50017,Orange,Vermont,US,28892
50019,Orleans,Vermont,US,27037
50021,Rutland,Vermont,US,58191
50023,Washington,Vermont,US,58409
50025,Windham,Vermont,US,42222
50027,Windsor,Vermont,US,55062
51001,Accomack,Virginia,US,32316
51003,Albemarle,Virginia,US,109330
51005,Alleghany,Virginia,US,14860
51007,Amelia,Virginia,US,13145
51009,Amherst,Virginia,US,31605
51011,Appomattox,Virginia,US,15911
51013,Arlington,Virginia,US,236842
51015,Augusta,Virginia,US,75558
51017,Bath,Virginia,US,4147
51019,Bedford,Virginia,US,78997
51021,Bland,Virginia,US,6280
51023,Botetourt,Virginia,US,33419
51025,Brunswick,Virginia,US,16231
51027,Buchanan,Virginia,US,21004
51029,Buckingham,Virginia,US,17148
51031,Campbell,Virginia,US,54885
51033,Caroline,Virginia,US,30725
51035,Carroll,Virginia,US,29791
51036,Charles City,Virginia,US,6963
51037,Charlotte,Virginia,US,11880
51041,Chesterfield,Virginia,US,352802
51043,Clarke,Virginia,US,14619
51045,Craig,Virginia,US,5131
51047,Culpeper,Virginia,US,52605
51049,Cumberland,Virginia,US,9932
51051,Dickenson,Virginia,US,14318
51053,Dinwiddie,Virginia,US,28544
51057,Essex,Virginia,US,10953
51059,Fairfax,Virginia,US,1147532
51061,Fauquier,Virginia,US,71222
51063,Floyd,Virginia,US,15749
51065,Fluvanna,Virginia,US,27270
51067,Franklin,Virginia,US,56042
51069,Frederick,Virginia,US,89313
51071,Giles,Virginia,US,16720
51073,Gloucester,Virginia,US,37348
51075,Goochland,Virginia,US,23753
51077,Grayson,Virginia,US,15550
51079,Greene,Virginia,US,19819
51081,Greensville,Virginia,US,11336
51083,Halifax,Virginia,US,33911
51085,Hanover,Virginia,US,107766
51087,Henrico,Virginia,US,330818
51089,Henry,Virginia,US,50557
51091,Highland,Virginia,US,2190
51093,Isle of Wight,Virginia,US,37109
51095,James City,Virginia,US,76523
51097,King and Queen,Virginia,US,7025
51099,King George,Virginia,US,26836
51101,King William,Virginia,US,17148
51103,Lancaster,Virginia,US,10603
51105,Lee,Virginia,US,23423
51107,Loudoun,Virginia,US,413538
51109,Louisa,Virginia,US,37591
51111,Lunenburg,Virginia,US,12196
51113,Madison,Virginia,US,13261
51115,Mathews,Virginia,US,8834
51117,Mecklenburg,Virginia,US,30587
51119,Middlesex,Virginia,US,10582
51121,Montgomery,Virginia,US,98535
51125,Nelson,Virginia,US,14930
51127,New Kent,Virginia,US,23091
51131,Northampton,Virginia,US,11710
51133,Northumberland,Virginia,US,12095
51135,Nottoway,Virginia,US,15232
51137,Orange,Virginia,US,37051
51139,Page,Virginia,US,23902
51141,Patrick,Virginia,US,17608
51143,Pittsylvania,Virginia,US,60354
51145,Powhatan,Virginia,US,29652
51147,Prince Edward,Virginia,US,22802
51149,Prince George,Virginia,US,38353
51153,Prince William,Virginia,US,470335
51155,Pulaski,Virginia,US,34027
51157,Rappahannock,Virginia,US,7370
51159,Richmond,Virginia,US,9023
51161,Roanoke,Virginia,US,94186
51163,Rockbridge,Virginia,US,22573
51165,Rockingham,Virginia,US,81948
51167,Russell,Virginia,US,26586
51169,Scott,Virginia,US,21566
51171,Shenandoah,Virginia,US,43616
51173,Smyth,Virginia,US,30104
51175,Southampton,Virginia,US,17631
51177,Spotsylvania,Virginia,US,136215
51179,Stafford,Virginia,US,152882
51181,Surry,Virginia,US,6422
51183,Sussex,Virginia,US,11159
51185,Tazewell,Virginia,US,40595
51187,Warren,Virginia,US,40164
51191,Washington,Virginia,US,53740
51193,Westmoreland,Virginia,US,18015
51195,Wise,Virginia,US,37383
51197,Wythe,Virginia,US,28684
51199,York,Virginia,US,68280
51510,Alexandria,Virginia,US,159428
51520,Bristol,Virginia,US,16762
51530,Buena Vista,Virginia,US,6478
51540,Charlottesville,Virginia,US,47266
51550,Chesapeake,Virginia,US,244835
51570,Colonial Heights,Virginia,US,17370
51580,Covington,Virginia,US,5538
51590,Danville,Virginia,US,40044
51595,Emporia,Virginia,US,5346
51600,Fairfax City,Virginia,US,24019
51610,Falls Church,Virginia,US,14617
51620,Franklin City,Virginia,US,7967
51630,Fredericksburg,Virginia,US,29036
51640,Galax,Virginia,US,6347
51650,Hampton,Virginia,US,134510
51660,Harrisonburg,Virginia,US,53016
51670,Hopewell,Virginia,US,22529
51678,Lexington,Virginia,US,7446
51680,Lynchburg,Virginia,US,82168
51683,Manassas,Virginia,US,41085
51685,Manassas Park,Virginia,US,17478
51690,Martinsville,Virginia,US,12554
51700,Newport News,Virginia,US,179225
51710,Norfolk,Virginia,US,242742
51720,Norton,Virginia,US,3981
51730,Petersburg,Virginia,US,31346
51735,Poquoson,Virginia,US,12271
51740,Portsmouth,Virginia,US,94398
51750,Radford,Virginia,US,18249
51760,Richmond City,Virginia,US,230436
51770,Roanoke City,Virginia,US,99143
51775,Salem,Virginia,US,25301
51790,Staunton,Virginia,US,24932
51800,Suffolk,Virginia,US,92108
51810,Virginia Beach,Virginia,US,449974
51820,Waynesboro,Virginia,US,22630
51830,Williamsburg,Virginia,US,14954
51840,Winchester,Virginia,US,28078
53001,Adams,Washington,US,19983
53003,Asotin,Washington,US,22582
53005,Benton,Washington,US,204390
53007,Chelan,Washington,US,77200
53009,Clallam,Washington,US,77331
53011,Clark,Washington,US,488241
53013,Columbia,Washington,US,3985
53015,Cowlitz,Washington,US,110593
53017,Douglas,Washington,US,43429
53019,Ferry,Washington,US,7627
53021,Franklin,Washington,US,95222
53023,Garfield,Washington,US,2225
53025,Grant,Washington,US,97733
53027,Grays Harbor,Washington,US,75061
53029,Island,Washington,US,85141
53031,Jefferson,Washington,US,32221
53033,King,Washington,US,2252782
53035,Kitsap,Washington,US,271473
53037,Kittitas,Washington,US,47935
53039,Klickitat,Washington,US,22425
53041,Lewis,Washington,US,80707
53043,Lincoln,Washington,US,10939
53045,Mason,Washington,US,66768
53047,Okanogan,Washington,US,42243
53049,Pacific,Washington,US,22471
53051,Pend Oreille,Washington,US,13724
53053,Pierce,Washington,US,904980
53055,San Juan,Washington,US,17582
53057,Skagit,Washington,US,129205
53059,Skamania,Washington,US,12083
53061,Snohomish,Washington,US,822083
53063,Spokane,Washington,US,522798
53065,Stevens,Washington,US,45723
53067,Thurston,Washington,US,290536
53069,Wahkiakum,Washington,US,4488
53071,Walla Walla,Washington,US,60760
53073,Whatcom,Washington,US,229247
53075,Whitman,Washington,US,50104
53077,Yakima,Washington,US,250873
54001,Barbour,West Virginia,US,16441
54003,Berkeley,West Virginia,US,119171
54005,Boone,West Virginia,US,21457
54007,Braxton,West Virginia,US,13957
54009,Brooke,West Virginia,US,21939
54011,Cabell,West Virginia,US,91945
54013,Calhoun,West Virginia,US,7109
54015,Clay,West Virginia,US,8508
54017,Doddridge,West Virginia,US,8448
54019,Fayette,West Virginia,US,42406
54021,Gilmer,West Virginia,US,7823
54023,Grant,West Virginia,US,11568
54025,Greenbrier,West Virginia,US,34662
54027,Hampshire,West Virginia,US,23175
54029,Hancock,West Virginia,US,28810
54031,Hardy,West Virginia,US,13776
54033,Harrison,West Virginia,US,67256
54035,Jackson,West Virginia,US,28576
54037,Jefferson,West Virginia,US,57146
54039,Kanawha,West Virginia,US,178124
54041,Lewis,West Virginia,US,15907
54043,Lincoln,West Virginia,US,20409
54045,Logan,West Virginia,US,32019
54047,McDowell,West Virginia,US,17624
54049,Marion,West Virginia,US,56072
54051,Marshall,West Virginia,US,30531
54053,Mason,West Virginia,US,26516
54055,Mercer,West Virginia,US,58758
54057,Mineral,West Virginia,US,26868
54059,Mingo,West Virginia,US,23424
54061,Monongalia,West Virginia,US,105612
54063,Monroe,West Virginia,US,13275
54065,Morgan,West Virginia,US,17884
54067,Nicholas,West Virginia,US,24496
54069,Ohio,West Virginia,US,41411
54071,Pendleton,West Virginia,US,6969
54073,Pleasants,West Virginia,US,7460
54075,Pocahontas,West Virginia,US,8247
54077,Preston,West Virginia,US,33432
54079,Putnam,West Virginia,US,56450
54081,Raleigh,West Virginia,US,73361
54083,Randolph,West Virginia,US,28695
54085,Ritchie,West Virginia,US,9554
54087,Roane,West Virginia,US,13688
54089,Summers,West Virginia,US,12573
54091,Taylor,West Virginia,US,16695
54093,Tucker,West Virginia,US,6839
54095,Tyler,West Virginia,US,8591
54097,Upshur,West Virginia,US,24176
54099,Wayne,West Virginia,US,39402
54101,Webster,West Virginia,US,8114
54103,Wetzel,West Virginia,US,15065
54105,Wirt,West Virginia,US,5821
54107,Wood,West Virginia,US,83518
54109,Wyoming,West Virginia,US,20394
55001,Adams,Wisconsin,US,20220
55003,Ashland,Wisconsin,US,15562
55005,Barron,Wisconsin,US,45244
55007,Bayfield,Wisconsin,US,15036
55009,Brown,Wisconsin,US,264542
55011,Buffalo,Wisconsin,US,13031
55013,Burnett,Wisconsin,US,15414
55015,Calumet,Wisconsin,US,50089
55017,Chippewa,Wisconsin,US,64658
55019,Clark,Wisconsin,US,34774
55021,Columbia,Wisconsin,US,57532
55023,Crawford,Wisconsin,US,16131
55025,Dane,Wisconsin,US,546695
55027,Dodge,Wisconsin,US,87839
55029,Door,Wisconsin,US,27668
55031,Douglas,Wisconsin,US,43150
55033,Dunn,Wisconsin,US,45368
55035,Eau Claire,Wisconsin,US,104646
55037,Florence,Wisconsin,US,4295
55039,Fond du Lac,Wisconsin,US,103403
55041,Forest,Wisconsin,US,9004
55043,Grant,Wisconsin,US,51439
55045,Green,Wisconsin,US,36960
55047,Green Lake,Wisconsin,US,18913
55049,Iowa,Wisconsin,US,23678
55051,Iron,Wisconsin,US,5687
55053,Jackson,Wisconsin,US,20643
55055,Jefferson,Wisconsin,US,84769
55057,Juneau,Wisconsin,US,26687
55059,Kenosha,Wisconsin,US,169561
55061,Kewaunee,Wisconsin,US,20434
55063,La Crosse,Wisconsin,US,118016
55065,Lafayette,Wisconsin,US,16665
55067,Langlade,Wisconsin,US,19189
55069,Lincoln,Wisconsin,US,27593
55071,Manitowoc,Wisconsin,US,78981
55073,Marathon,Wisconsin,US,135692
55075,Marinette,Wisconsin,US,40350
55077,Marquette,Wisconsin,US,15574
55078,Menominee,Wisconsin,US,4556
55079,Milwaukee,Wisconsin,US,945726
55081,Monroe,Wisconsin,US,46253
55083,Oconto,Wisconsin,US,37930
55085,Oneida,Wisconsin,US,35595
55087,Outagamie,Wisconsin,US,187885
55089,Ozaukee,Wisconsin,US,89221
55091,Pepin,Wisconsin,US,7287
55093,Pierce,Wisconsin,US,42754
55095,Polk,Wisconsin,US,43783
55097,Portage,Wisconsin,US,70772
55099,Price,Wisconsin,US,13351
55101,Racine,Wisconsin,US,196311
55103,Richland,Wisconsin,US,17252
55105,Rock,Wisconsin,US,163354
55107,Rusk,Wisconsin,US,14178
55109,St. Croix,Wisconsin,US,90687
55111,Sauk,Wisconsin,US,64442
55113,Sawyer,Wisconsin,US,16558
55115,Shawano,Wisconsin,US,40899
55117,Sheboygan,Wisconsin,US,115340
55119,Taylor,Wisconsin,US,20343
55121,Trempealeau,Wisconsin,US,29649
55123,Vernon,Wisconsin,US,30822
55125,Vilas,Wisconsin,US,22195
55127,Walworth,Wisconsin,US,103868
55129,Washburn,Wisconsin,US,15720
55131,Washington,Wisconsin,US,136034
55133,Waukesha,Wisconsin,US,404198
55135,Waupaca,Wisconsin,US,50990
55137,Waushara,Wisconsin,US,24443
55139,Winnebago,Wisconsin,US,171907
55141,Wood,Wisconsin,US,72999
56001,Albany,Wyoming,US,38880
56003,Big Horn,Wyoming,US,11790
56005,Campbell,Wyoming,US,46341
56007,Carbon,Wyoming,US,14800
56009,Converse,Wyoming,US,13822
56011,Crook,Wyoming,US,7584
56013,Fremont,Wyoming,US,39261
56015,Goshen,Wyoming,US,13211
56017,Hot Springs,Wyoming,US,4413
56019,Johnson,Wyoming,US,8445
56021,Laramie,Wyoming,US,99500
56023,Lincoln,Wyoming,US,19830
56025,Natrona,Wyoming,US,79858
56027,Niobrara,Wyoming,US,2356
56029,Park,Wyoming,US,29194
56031,Platte,Wyoming,US,8393
56033,Sheridan,Wyoming,US,30485
56035,Sublette,Wyoming,US,9831
56037,Sweetwater,Wyoming,US,42343
56039,Teton,Wyoming,US,23464
56041,Uinta,Wyoming,US,20226
56043,Washakie,Wyoming,US,7805
56045,Weston,Wyoming,US,6927
72001,Adjuntas,Puerto Rico,US,17363
72003,Aguada,Puerto Rico,US,36694
72005,Aguadilla,Puerto Rico,US,50265
72007,Aguas Buenas,Puerto Rico,US,24814
72009,Aibonito,Puerto Rico,US,22108
72011,Anasco,Puerto Rico,US,26161
72013,Arecibo,Puerto Rico,US,81966
72015,Arroyo,Puerto Rico,US,17238
72017,Barceloneta,Puerto Rico,US,23727
72019,Barranquitas,Puerto Rico,US,27725
72021,Bayamon,Puerto Rico,US,169269
72023,Cabo Rojo,Puerto Rico,US,47515
72025,Caguas,Puerto Rico,US,124606
72027,Camuy,Puerto Rico,US,30504
72029,Canovanas,Puerto Rico,US,44674
72031,Carolina,Puerto Rico,US,146984
72033,Catano,Puerto Rico,US,23121
72035,Cayey,Puerto Rico,US,42409
72037,Ceiba,Puerto Rico,US,10904
72039,Ciales,Puerto Rico,US,15808
72041,Cidra,Puerto Rico,US,38307
72043,Coamo,Puerto Rico,US,38336
72045,Comerio,Puerto Rico,US,18648
72047,Corozal,Puerto Rico,US,32293
72049,Culebra,Puerto Rico,US,1714
72051,Dorado,Puerto Rico,US,36141
72053,Fajardo,Puerto Rico,US,29454
72054,Florida,Puerto Rico,US,11317
72055,Guanica,Puerto Rico,US,15383
72057,Guayama,Puerto Rico,US,39465
72059,Guayanilla,Puerto Rico,US,17623
72061,Guaynabo,Puerto Rico,US,83728
72063,Gurabo,Puerto Rico,US,47093
72065,Hatillo,Puerto Rico,US,39218
72067,Hormigueros,Puerto Rico,US,15518
72069,Humacao,Puerto Rico,US,50653
72071,Isabela,Puerto Rico,US,40423
72073,Jayuya,Puerto Rico,US,13891
72075,Juana Diaz,Puerto Rico,US,44679
72077,Juncos,Puerto Rico,US,38155
72079,Lajas,Puerto Rico,US,22010
72081,Lares,Puerto Rico,US,24276
72083,Las Marias,Puerto Rico,US,7927
72085,Las Piedras,Puerto Rico,US,37007
72087,Loiza,Puerto Rico,US,24553
72089,Luquillo,Puerto Rico,US,17665
72091,Manati,Puerto Rico,US,37287
72093,Maricao,Puerto Rico,US,5430
72095,Maunabo,Puerto Rico,US,10321
72097,Mayaguez,Puerto Rico,US,71530
72099,Moca,Puerto Rico,US,34891
72101,Morovis,Puerto Rico,US,30335
72103,Naguabo,Puerto Rico,US,25761
72105,Naranjito,Puerto Rico,US,27349
72107,Orocovis,Puerto Rico,US,20220
72109,Patillas,Puerto Rico,US,16211
72111,Penuelas,Puerto Rico,US,19249
72113,Ponce,Puerto Rico,US,131881
72115,Quebradillas,Puerto Rico,US,22918
72117,Rincon,Puerto Rico,US,13656
72119,Rio Grande,Puerto Rico,US,48025
72121,Sabana Grande,Puerto Rico,US,21712
72123,Salinas,Puerto Rico,US,27128
72125,San German,Puerto Rico,US,30227
72127,San Juan,Puerto Rico,US,318441
72129,San Lorenzo,Puerto Rico,US,35989
72131,San Sebastian,Puerto Rico,US,35528
72133,Santa Isabel,Puerto Rico,US,21209
72135,Toa Alta,Puerto Rico,US,72025
72137,Toa Baja,Puerto Rico,US,74271
72139,Trujillo Alto,Puerto Rico,US,63674
72141,Utuado,Puerto Rico,US,27395
72143,Vega Alta,Puerto Rico,US,36061
72145,Vega Baja,Puerto Rico,US,50023
72147,Vieques,Puerto Rico,US,8386
72149,Villalba,Puerto Rico,US,21372
72151,Yabucoa,Puerto Rico,US,32282
72153,Yauco,Puerto Rico,US,33575
